rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1445170253553253426,,112596,,1411821236,511196361,/world,vicon/auk/auk,,,0.0857111031663,0.992410883154,0.88334581804,,0.00397197936877,-0.000662458806321,-0.024913567898,0.99968149861
1445170253563071795,,112597,,1411821236,521039609,/world,vicon/auk/auk,,,0.0857945152793,0.992391477294,0.883339762726,,0.00362634066285,-0.000835405381304,-0.0251364844706,0.999677102318
1445170253573438117,,112598,,1411821236,531043073,/world,vicon/auk/auk,,,0.0858892201968,0.992475270079,0.883389552173,,0.00392939683962,-0.000513743657054,-0.0247250388822,0.999686435019
1445170253583186806,,112599,,1411821236,541192581,/world,vicon/auk/auk,,,0.0859694657851,0.99254046195,0.883374287126,,0.00373938837219,-0.000477546348655,-0.0250595865179,0.999678851456
1445170253593877387,,112600,,1411821236,551057399,/world,vicon/auk/auk,,,0.0859299360565,0.992552182368,0.883397011224,,0.00402313427991,-0.000452208363553,-0.0248835149176,0.999682159781
1445170253603465723,,112601,,1411821236,561066764,/world,vicon/auk/auk,,,0.0859127952001,0.992579351555,0.883385202791,,0.00414610264568,-0.000429808938168,-0.0248676868819,0.999682061081
1445170253613044809,,112602,,1411821236,571074298,/world,vicon/auk/auk,,,0.0857975939433,0.992546219926,0.883383328131,,0.00423536094829,-0.000593900398013,-0.0249466658857,0.999679635114
1445170253623460749,,112603,,1411821236,581339866,/world,vicon/auk/auk,,,0.0857273627393,0.992515064838,0.883382481726,,0.00426566600446,-0.000805795782954,-0.0250104984402,0.999677762959
1445170253633551011,,112604,,1411821236,591601741,/world,vicon/auk/auk,,,0.085762979373,0.992525790281,0.883412700356,,0.0040592786158,-0.000854666073666,-0.0250547531154,0.999677473563
1445170253643493703,,112605,,1411821236,601140489,/world,vicon/auk/auk,,,0.0858456994746,0.992571404133,0.883431889673,,0.00394580408379,-0.000692106078855,-0.0250546171895,0.999678057065
1445170253653106432,,112606,,1411821236,611201454,/world,vicon/auk/auk,,,0.0858403873046,0.992681576912,0.883439440044,,0.00420081116117,-0.000241565982793,-0.0250783017703,0.999676634523
1445170253662900272,,112607,,1411821236,621079198,/world,vicon/auk/auk,,,0.0856309667868,0.992815956017,0.883424817868,,0.00447647880646,0.000181378200822,-0.0257537911158,0.999658276854
1445170253673624904,,112608,,1411821236,630961916,/world,vicon/auk/auk,,,0.0855602785318,0.992898120695,0.883435497384,,0.00468921810216,0.000240583241219,-0.0259835075031,0.999651344565
1445170253682904440,,112609,,1411821236,641249940,/world,vicon/auk/auk,,,0.0854047976835,0.992969056905,0.883464660942,,0.00495022936289,0.000515167824825,-0.0262895651765,0.999641980208
1445170253693382745,,112610,,1411821236,651035595,/world,vicon/auk/auk,,,0.0852953838787,0.992931779537,0.883507641096,,0.0050911172911,0.000611457792388,-0.0263096139785,0.999640690877
1445170253703459215,,112611,,1411821236,661281103,/world,vicon/auk/auk,,,0.0852466380713,0.992971622682,0.883516879726,,0.00525733323833,0.000852028778735,-0.0264134289135,0.999636916719
1445170253713576080,,112612,,1411821236,671254493,/world,vicon/auk/auk,,,0.0851678867413,0.992954312245,0.883529342035,,0.00543800658189,0.00104358925908,-0.0261242097486,0.999643368743
1445170253723537184,,112613,,1411821236,681365956,/world,vicon/auk/auk,,,0.0853133560125,0.993086755215,0.883579175074,,0.00574221158367,0.00153016815548,-0.0259066956054,0.999646701947
1445170253734266359,,112614,,1411821236,691449062,/world,vicon/auk/auk,,,0.0853437939715,0.993183463318,0.883636258655,,0.00594947353687,0.00185047670998,-0.0262467017096,0.999636078856
1445170253743456713,,112615,,1411821236,701073062,/world,vicon/auk/auk,,,0.0851788703538,0.993234106084,0.883683961919,,0.00640377435417,0.0024032901998,-0.0261891297375,0.999633605554
1445170253753029322,,112616,,1411821236,711110870,/world,vicon/auk/auk,,,0.0853227075936,0.993293294342,0.8837834123,,0.00650033505237,0.00254433133939,-0.0257098657669,0.999645074426
1445170253763041368,,112617,,1411821236,720981899,/world,vicon/auk/auk,,,0.0852672554762,0.993308567841,0.88385668574,,0.00659521555087,0.00264757862259,-0.0258529139988,0.999640495527
1445170253773120367,,112618,,1411821236,730985675,/world,vicon/auk/auk,,,0.0852510018543,0.993325996336,0.883947379207,,0.00638310069996,0.00275592505985,-0.0258920379075,0.999640567042
1445170253783238617,,112619,,1411821236,741428402,/world,vicon/auk/auk,,,0.0851848799592,0.993285947953,0.883954605917,,0.00649981988799,0.00283973133902,-0.0260531676905,0.999635393892
1445170253793020593,,112620,,1411821236,751160219,/world,vicon/auk/auk,,,0.0851603349021,0.993230734499,0.883939637333,,0.00661763592185,0.00278535166806,-0.0262316436461,0.999630106381
1445170253803413249,,112621,,1411821236,761273529,/world,vicon/auk/auk,,,0.0852565705304,0.993250106571,0.883982437337,,0.0067128962098,0.00292830509596,-0.026002797873,0.999635041681
1445170253813213486,,112622,,1411821236,771066980,/world,vicon/auk/auk,,,0.0853091563897,0.993341287976,0.884015383441,,0.00683307695946,0.00324414382765,-0.026410610607,0.999622560889
1445170253824262228,,112623,,1411821236,781224397,/world,vicon/auk/auk,,,0.0852450970151,0.993462243427,0.884094356647,,0.00708464881062,0.00364823158272,-0.0266560459593,0.999612901763
1445170253833060648,,112624,,1411821236,791495673,/world,vicon/auk/auk,,,0.0851616040537,0.993496835676,0.884164155872,,0.00742206343508,0.00404360712338,-0.0270091392609,0.999599454088
